Label,Title,Summary,Date,Author
1,president trump speaks on china,president trump spoke about progress between the united states and china.,2017-04-07,no author found
1,can the g.o.p. senate majority survive donald trump?,the party’s most vulnerable down-ticket candidates try to escape the shadow of a presidential campaign that is imperiling their prospects in november.,2016-07-12,robert draper
1,will reporters pay for donald trump’s scotland trip?,"donald trump is visiting two of his hotel properties in scotland, and he wants the press to foot the bill.",2016-06-21,elizabeth williamson
1,trump and the media,the media’s self-hating binge of donald trump coverage plays a more serious role than it often seems.,2015-07-28,david leonhardt
1,donald trump assails iowa religious leader,"after donald j. trump picked up the endorsement of jerry falwell jr., mr. trump took to twitter to attack bob vander plaats, an influential christian conservative who is backing ted cruz.",2016-01-26,maggie haberman
1,trump family values,"in the parade of political progeny, behold a certain billionaire’s brood.",2016-04-16,frank bruni
1,"is trump, um, slipping? even more?",hard to judge when business as usual is bonkers.,2019-08-29,gail collins
1,donald trump’s twitter comedy,the president’s twitter presence bears an uncanny resemblance to certain strains of absurdist twitter humor.,2017-05-31,anna north
1,president trump’s first actions,"in his first week in office, president trump canceled the trans-pacific partnership trade deal, promised to make his proposed border wall a reality, began to roll back the affordable care act, and more.",2017-01-27,dave horn
1,the business deals that could imperil trump,forget stormy daniels. the business records subpoenaed by robert mueller might be donald trump’s greatest legal headache.,2018-04-21,peter fritsch
1,those foreign business ties? the trump sons have plenty too,"the trumps have criticized hunter biden for doing business overseas while his father was vice president. last month, the trumps won approval in scotland to build 500 homes.",2019-10-11,eric lipton
1,will reporters pay for donald trump’s scotland trip?,"donald trump is visiting two of his hotel properties in scotland, and he wants the press to foot the bill.",2016-06-21,elizabeth williamson
1,u.n. official calls trump ‘dangerous’,"the top united nations human rights commissioner said that if donald j. trump is elected, the republican candidate could be “dangerous, from an international point of view.”",2016-10-12,no author found
1,donald trump’s twitter comedy,the president’s twitter presence bears an uncanny resemblance to certain strains of absurdist twitter humor.,2017-05-31,anna north
1,president trump’s first actions,"in his first week in office, president trump canceled the trans-pacific partnership trade deal, promised to make his proposed border wall a reality, began to roll back the affordable care act, and more.",2017-01-27,dave horn
1,trump bashes u.s. foreign policy,"at a town hall-style meeting in virginia beach, donald j. trump criticized hillary clinton and president obama about their foreign policy.",2016-09-07,no author found
1,"trump disqualified, white house says","josh earnest, the white house press secretary, said on tuesday that donald j. trump was not qualified to be president after he proposed banning muslims from entering the country.",2015-12-08,no author found
1,trump speaks on inauguration eve,"donald j. trump addressed a crowd of thousands at the lincoln memorial, ahead of inauguration day.",2017-01-20,no author found
1,donald trump hits back at british officials david cameron and sadiq khan,"donald j. trump said he “will remember” critical and “very nasty” comments made by mr. cameron, britain’s prime minister, and mr. khan, london’s mayor.",2016-05-16,alan rappeport
1,senate evidence clarifies mystery calls around trump tower meeting,phone records show that donald trump jr. spoke to family friends — the head of nascar and an investor with ties to russia — around a 2016 meeting with russians promising dirt on hillary clinton.,2019-02-01,nicholas fandos
1,"omarosa manigault newman releases tape of lara trump’s $15,000-a-month job offer","the audio is the latest in the trickle of recordings that ms. manigault newman has made public to bolster the credibility of her book, “unhinged.”",2018-08-16,maggie haberman
1,"omarosa manigault newman releases tape of lara trump’s $15,000-a-month job offer","the audio is the latest in the trickle of recordings that ms. manigault newman has made public to bolster the credibility of her book, “unhinged.”",2018-08-16,maggie haberman
1,"president or luxury towers: either way, trump is the rage in india",president trump’s eldest son is headed to india on a sales trip for the family’s real estate business. indians are star-struck by a family both rich and famous.,2018-02-18,maria abi-habib
1,conservative forum rescinds donald trump’s invitation over remark about megyn kelly,"erick erickson, organizer of the redstate gathering, said mr. trump’s suggestion that ms. kelly had questioned him aggressively because she was menstruating was “a bridge too far.’’",2015-08-08,trip gabriel
1,"trump disqualified, white house says","josh earnest, the white house press secretary, said on tuesday that donald j. trump was not qualified to be president after he proposed banning muslims from entering the country.",2015-12-08,no author found
1,mixed support for donald trump at towers with his name,"those who call the gleaming towers of the trump empire home have been watching his run for the presidency with a mix of pride, amusement and, in some cases, disapproval.",2015-07-22,matt v
